iter	Logloss
436	0.2008307609
437	0.2007449193
438	0.2006873567
439	0.2006195795
440	0.2005733543
441	0.2005224173
442	0.2004584436
443	0.200379814
444	0.2002695332
445	0.2002005608
446	0.2001271492
447	0.2000804908
448	0.2000336509
449	0.1999498842
450	0.1998851752
451	0.1998166279
452	0.199766543
453	0.1997023754
454	0.1996648531
455	0.1996052424
456	0.1995376739
457	0.1994796543
458	0.1994308047
459	0.1993710449
460	0.1993341168
461	0.1992727522
462	0.1992259614
463	0.1991606707
464	0.1990982242
465	0.1990330795
466	0.1989836472
467	0.1988455454
468	0.1987915271
469	0.1987320395
470	0.1986640544
471	0.19863086
472	0.1985616282
473	0.198513756
474	0.1984449082
475	0.1984056131
476	0.1983302326
477	0.1982774224
478	0.1982419951
479	0.1981734035
480	0.1981272356
481	0.1980469305
482	0.1979801595
483	0.197927399
484	0.1978563261
485	0.1978099054
486	0.1977429283
487	0.1976896535
488	0.1976651105
489	0.1976091237
490	0.1975545396
491	0.19751568
492	0.1974583245
493	0.1973970017
494	0.197330629
495	0.1972958474
496	0.197241601
497	0.1971834782
498	0.1971065392
499	0.1970413853
500	0.1969924622
501	0.1969444958
502	0.1969011204
503	0.1968381408
504	0.1967769691
505	0.1967402694
506	0.1966963352
507	0.1966288403
508	0.1965689874
509	0.196522772
510	0.196459016
511	0.1964087885
512	0.1963048288
513	0.1962592446
514	0.196023254
515	0.1958607832
516	0.195815313
517	0.1957632621
518	0.1957179042
519	0.1956498529
520	0.1955934868
521	0.1955490246
522	0.1955150745
523	0.1954694879
524	0.195424574
525	0.1953890211
526	0.1953441693
527	0.1953020881
528	0.1951766515
529	0.1951164721
530	0.1950535281
531	0.1949933431
532	0.1949358466
533	0.1949099297
534	0.1948583274
535	0.194813761
536	0.1947701887
537	0.1947138412
538	0.1946631743
539	0.1946039323
540	0.1945611346
541	0.1944920943
542	0.1944069022
543	0.1943478284
544	0.1942932032
545	0.1942501132
546	0.194204026
547	0.1941564459
548	0.1940948951
549	0.1940324243
550	0.1939759482
551	0.193893853
552	0.1937785807
553	0.1937183642
554	0.1936775166
555	0.1936291344
556	0.1936005147
557	0.1935648006
558	0.1935108358
559	0.193465425
560	0.1934247166
561	0.1933742424
562	0.1933192669
563	0.1932788441
564	0.193205441
565	0.1931533654
566	0.1930905216
567	0.1930347923
568	0.1929935481
569	0.1929312432
570	0.1928935822
571	0.1928408239
572	0.1927931907
573	0.1927465922
574	0.192690576
575	0.1926381128
576	0.1925691315
577	0.1925231842
578	0.1924729658
579	0.1924380226
580	0.192391095
581	0.1923327888
582	0.1922998043
583	0.1922443444
584	0.1921825105
585	0.1921220909
586	0.1920707184
587	0.1920087079
588	0.1919766914
589	0.1919314414
590	0.1918841822
591	0.1918397302
592	0.1917979623
593	0.1917501759
594	0.1917100055
595	0.191655367
596	0.1915605946
597	0.1915130765
598	0.1914696844
599	0.1914023229
600	0.1913480828
601	0.1913078763
602	0.1912501335
603	0.1912176223
604	0.1911641672
605	0.1911279838
606	0.1910807277
607	0.1910484065
608	0.191008673
609	0.1909755081
610	0.1909204669
611	0.1908782258
612	0.1908121756
613	0.1907655371
614	0.1907311283
615	0.1906739208
616	0.1906303044
617	0.1905914215
618	0.1905524723
619	0.1905128755
620	0.1904636009
621	0.1904159013
622	0.1903800251
623	0.190339461
624	0.1902771125
625	0.1902159373
626	0.1901648434
627	0.1901296083
628	0.1900637081
629	0.1900200745
630	0.1899770273
631	0.1899370012
632	0.1899064133
633	0.1897952292
634	0.1897468222
635	0.1896973892
636	0.1896224418
637	0.1895735041
638	0.1895169563
639	0.189476434
640	0.1894217282
641	0.1893664042
642	0.1893315826
643	0.1892758093
644	0.1892336378
645	0.1891713016
646	0.189126887
647	0.1890776284
648	0.1890337153
649	0.188993191
650	0.1889521074
651	0.1888952741
652	0.188841755
653	0.1887867684
654	0.1887094057
655	0.1886674221
656	0.188620537
657	0.1885603835
658	0.1885161847
659	0.1884753106
660	0.1884105743
661	0.1883592494
662	0.1883155939
663	0.1882498722
664	0.1881956517
665	0.188156049
666	0.1881106516
667	0.1880754249
668	0.1880381212
669	0.1879656362
670	0.1879167093
671	0.1878786655
672	0.1878322239
673	0.1877900453
674	0.1877656209
675	0.1877107823
676	0.1876572403
677	0.1875993009
678	0.1875632988
679	0.1875104011
680	0.1874522528
681	0.1873696779
682	0.1873214927
683	0.1872623126
684	0.1872223195
685	0.1871744696
686	0.1871357071
687	0.1870908787
688	0.1870495198
689	0.1870070234
690	0.1869642033
691	0.186897691
692	0.1868583953
693	0.1867991517
694	0.1867550906
695	0.1866985383
696	0.1866562103
697	0.1866122215
698	0.1865624357
699	0.1865263716
700	0.186477915
701	0.1864227275
702	0.1863735546
703	0.186330987
704	0.1862776335
705	0.1862358044
706	0.1861863817
707	0.1861595211
708	0.1861161454
709	0.1860650006
710	0.1860058364
711	0.1859575637
712	0.1859131375
713	0.1858645979
714	0.1857289434
715	0.1856798621
716	0.1856462534
717	0.1856002928
718	0.1855583075
719	0.1854895214
720	0.1854232989
721	0.1853884112
722	0.1853424404
723	0.1852988365
724	0.1852431063
725	0.1851930984
726	0.1851609603
727	0.1851233944
728	0.1850823439
729	0.185042268
730	0.1850151763
731	0.1848867546
732	0.1848420942
733	0.1847955266
734	0.1847666145
735	0.1847286177
736	0.1846859938
737	0.1846388776
738	0.1846114063
739	0.1845696175
740	0.1845199179
741	0.18447757
742	0.1844384411
743	0.1843741207
744	0.184330954
745	0.184269671
746	0.184230819
747	0.1841895537
748	0.1841487249
749	0.1840993892
750	0.1840522306
751	0.1840066843
752	0.1839613174
753	0.1838663894
754	0.1838212614
755	0.1837658333
756	0.1837141194
757	0.1836773417
758	0.183637935
759	0.1835822861
760	0.1835346353
761	0.183510289
762	0.183476821
763	0.1834384944
764	0.1833965805
765	0.1833557902
766	0.1833134172
767	0.1832760958
768	0.1831867877
769	0.1831534884
770	0.1831113239
771	0.1830767618
772	0.1830290817
773	0.1829830505
774	0.1829391041
775	0.1829064996
776	0.1828645375
777	0.1828297328
778	0.1827726682
779	0.1827294687
780	0.1826923424
781	0.1826400667
782	0.18259959
783	0.1825603225
784	0.1825254836
785	0.1825035409
786	0.1824580687
787	0.1824110949
788	0.1823577405
789	0.1822937144
790	0.1822484239
791	0.1822002148
792	0.1821636111
793	0.1821282229
794	0.1820839439
795	0.1820424478
796	0.1819850751
797	0.1819509778
798	0.1819156291
799	0.1818979272
800	0.1818542657
801	0.1818306161
802	0.1817925352
803	0.1817460621
804	0.1817120498
805	0.1816810184
806	0.1815835027
807	0.1815450215
808	0.181496506
809	0.1814404183
810	0.1814080892
811	0.1813623971
812	0.1812872483
813	0.1812473216
814	0.1812213962
815	0.1811772463
816	0.1811330029
817	0.181100052
818	0.1810515221
819	0.1810236057
820	0.1809814472
821	0.1809401899
822	0.1808986514
823	0.1808652372
824	0.1808264494
825	0.1807819202
826	0.1807374063
827	0.1806915669
828	0.1806661312
829	0.1806326334
830	0.1805977335
831	0.1805643413
832	0.1805287305
833	0.1804854767
834	0.1804453151
835	0.1804044946
836	0.1803538425
837	0.1803197497
838	0.1802946936
839	0.1802320903
840	0.1801857783
841	0.1801132773
842	0.1800919182
843	0.1800629422
844	0.1800177978
845	0.1799997708
846	0.1799584931
847	0.1799066644
848	0.1798665308
849	0.1798097564
850	0.1797687704
851	0.1796985509
852	0.1796585824
853	0.1796318904
854	0.1796003677
855	0.1795502177
856	0.1795187167
857	0.1794727686
858	0.1794279866
859	0.1793741362
860	0.1793410145
861	0.1793099979
862	0.1792532373
863	0.1792061516
864	0.1791661651
865	0.1791200754
866	0.1790795636
867	0.1790465654
868	0.1789982112
869	0.1789604003
870	0.1789244789
871	0.1788940816
872	0.1788681994
873	0.1788276423
874	0.1787702173
875	0.1787257008
876	0.1786988661
877	0.1786611587
878	0.1786137326
879	0.1785597031
880	0.178515828
881	0.1784784141
882	0.1784447768
883	0.1783956921
884	0.1783583347
885	0.178329767
886	0.1782914438
887	0.1782603093
888	0.1782198342
889	0.1781765875
890	0.1781372893
891	0.1781070932
892	0.1780696159
893	0.1780305447
894	0.1779939379
895	0.1779522473
896	0.1779121183
897	0.1778643313
898	0.1777557845
899	0.1777213057
900	0.1776841709
901	0.1776523727
902	0.1776088226
903	0.1775616832
904	0.1775124784
905	0.177467732
906	0.1774305043
907	0.1773899985
908	0.1773487569
909	0.1773090413
910	0.177270864
911	0.1772371463
912	0.1772084774
913	0.1771647976
914	0.1771407315
915	0.1771117219
916	0.1770768741
917	0.177038946
918	0.1769777987
919	0.1769415031
920	0.1768304796
921	0.1767950158
922	0.1767503735
923	0.1767199051
924	0.1766713452
925	0.1766393295
926	0.1766014494
927	0.1765562752
928	0.1765195101
929	0.1764913832
930	0.1764475212
931	0.1764215048
932	0.1763879073
933	0.1763524543
934	0.1763218495
935	0.1762932437
936	0.1762553919
937	0.1762025787
938	0.1761684157
939	0.1761358277
940	0.1760925957
941	0.1760480279
942	0.176014748
943	0.1759662588
944	0.1759358488
945	0.1758838496
946	0.1758570511
947	0.1758180391
948	0.1757908327
949	0.175766234
950	0.175738014
951	0.1756994152
952	0.1756705145
953	0.1756250864
954	0.1755867638
955	0.1755503006
956	0.1754786983
957	0.1754233647
958	0.1753937221
959	0.1753591821
960	0.1753368105
961	0.175298773
962	0.1752543609
963	0.175211984
964	0.1751596369
965	0.1751237256
966	0.17508285
967	0.1750569787
968	0.1750265023
969	0.1749877857
970	0.1749467571
971	0.1749011051
972	0.1748392281
973	0.1747968599
974	0.174765654
975	0.1747361955
976	0.1747109508
977	0.1746700039
978	0.1746333328
979	0.1745956953
980	0.174559809
981	0.1745363941
982	0.1744950185
983	0.1744628839
984	0.1744386438
985	0.174419165
986	0.1743702206
987	0.174281365
988	0.1742528993
989	0.1742248815
990	0.1741916068
991	0.174153045
992	0.1741109604
993	0.1740709452
994	0.174034044
995	0.1739914401
996	0.173960795
997	0.1739125292
998	0.1738673009
999	0.1738249893
